meeting_hours,focus_blocks,tasks_completed,overdue_tasks,after_hours_activity,response_time_avg,calendar_fragmentation,consecutive_meeting_ratio,employee_id,week,archetype,productivity_score
34.28,0,5,0.511,6,11.98,0.839,0.758,159,5,at_risk,38.68
20.0,0,0,0.35,3,8.35,0.811,0.816,159,6,at_risk,47.31
25.41,1,3,0.501,6,10.57,0.911,0.593,159,7,at_risk,45.24
33.3,2,4,0.631,11,15.75,0.84,0.653,159,8,at_risk,33.96
37.94,0,2,0.338,7,6.39,0.841,0.555,159,9,at_risk,43.04
36.76,0,2,0.525,7,9.89,0.911,0.873,159,10,at_risk,32.45
25.0,1,0,0.254,7,11.49,0.792,0.692,159,11,at_risk,50.46
20.01,1,4,0.505,0,5.32,0.734,0.646,160,0,meeting_heavy,55.02
28.63,1,5,0.186,0,11.18,0.669,0.559,160,1,meeting_heavy,60.94
27.87,2,5,0.206,5,7.02,0.788,0.642,160,2,meeting_heavy,59.25
15.65,1,1,0.301,4,6.57,0.794,0.555,160,3,meeting_heavy,54.62
26.11,2,5,0.366,1,6.55,0.774,0.612,160,4,meeting_heavy,64.43
21.79,2,2,0.325,4,6.88,0.634,0.63,160,5,meeting_heavy,58.95
34.48,1,6,0.57,4,2.54,0.812,0.735,160,6,meeting_heavy,43.73
18.62,1,6,0.343,3,6.72,0.821,0.645,160,7,meeting_heavy,60.51
20.88,1,6,0.398,1,4.16,0.815,0.553,160,8,meeting_heavy,62.86
27.9,3,2,0.494,4,5.12,0.662,0.793,160,9,meeting_heavy,48.62
22.0,2,4,0.428,1,9.87,0.668,0.586,160,10,meeting_heavy,53.11
21.34,3,8,0.463,2,6.0,0.718,0.479,160,11,meeting_heavy,66.59
7.63,10,8,0.109,0,3.95,0.322,0.211,161,0,balanced,100.0
13.77,5,12,0.146,1,3.21,0.361,0.41,161,1,balanced,87.37
12.99,6,12,0.186,1,3.29,0.433,0.068,161,2,balanced,100.0
9.02,4,7,0.165,1,2.79,0.274,0.246,161,3,balanced,93.97
6.79,6,10,0.026,1,1.96,0.319,0.307,161,4,balanced,99.58
21.15,4,10,0.176,2,5.74,0.328,0.27,161,5,balanced,86.19
22.62,2,9,0.209,4,3.7,0.363,0.169,161,6,balanced,83.99
23.11,4,9,0.139,2,2.1,0.339,0.118,161,7,balanced,91.96
17.44,6,12,0.133,1,3.19,0.406,0.35,161,8,balanced,96.52
14.84,8,12,0.04,3,3.36,0.428,0.331,161,9,balanced,98.75
15.21,5,7,0.06,2,2.05,0.561,0.345,161,10,balanced,88.93
19.25,6,7,0.18,1,3.57,0.569,0.202,161,11,balanced,91.53
9.02,5,9,0.101,2,4.53,0.511,0.202,162,0,balanced,95.62
15.64,2,9,0.196,1,3.83,0.333,0.305,162,1,balanced,77.6
17.32,5,8,0.208,0,3.21,0.343,0.324,162,2,balanced,86.7
17.54,7,11,0.128,3,4.52,0.315,0.347,162,3,balanced,88.92
17.01,5,7,0.137,1,4.99,0.333,0.121,162,4,balanced,94.13
14.64,5,12,0.12,0,5.0,0.532,0.236,162,5,balanced,91.48
18.24,6,13,0.029,1,3.03,0.433,0.15,162,6,balanced,100.0
15.44,3,9,0.234,4,3.49,0.376,0.263,162,7,balanced,81.73
18.94,3,12,0.034,1,3.0,0.441,0.25,162,8,balanced,96.06
15.61,2,11,0.169,2,4.85,0.441,0.363,162,9,balanced,86.89
12.15,7,11,0.12,1,3.48,0.366,0.285,162,10,balanced,91.91
10.61,3,14,0.124,2,1.9,0.382,0.294,162,11,balanced,92.93
6.63,7,12,0.135,0,2.87,0.352,0.098,163,0,deep_focus,100.0
7.05,9,12,0.058,0,2.47,0.191,0.049,163,1,deep_focus,100.0
8.39,10,17,0.034,1,4.74,0.226,0.076,163,2,deep_focus,100.0
5.42,5,13,0.0,0,2.68,0.288,0.134,163,3,deep_focus,100.0
7.07,10,13,0.0,0,3.85,0.101,0.118,163,4,deep_focus,100.0
9.28,9,16,0.043,1,3.4,0.153,0.167,163,5,deep_focus,100.0
2.75,7,11,0.06,0,2.78,0.132,0.089,163,6,deep_focus,100.0
7.19,12,7,0.072,1,4.81,0.147,0.088,163,7,deep_focus,100.0
5.33,6,13,0.0,0,2.13,0.217,0.066,163,8,deep_focus,100.0
9.95,12,6,0.017,0,4.69,0.068,0.051,163,9,deep_focus,100.0
8.48,9,15,0.064,1,4.08,0.253,0.0,163,10,deep_focus,100.0
10.43,6,13,0.077,0,3.96,0.263,0.15,163,11,deep_focus,100.0
6.65,8,11,0.081,0,4.15,0.22,0.07,164,0,deep_focus,100.0
13.66,8,13,0.086,1,6.1,0.245,0.113,164,1,deep_focus,100.0
11.88,6,10,0.04,2,0.5,0.048,0.08,164,2,deep_focus,100.0
14.39,6,16,0.116,0,4.68,0.213,0.129,164,3,deep_focus,100.0
7.25,10,16,0.0,0,2.97,0.221,0.128,164,4,deep_focus,100.0
5.16,10,16,0.032,0,2.05,0.339,0.124,164,5,deep_focus,100.0
4.39,10,17,0.028,0,2.78,0.369,0.075,164,6,deep_focus,100.0
4.49,8,18,0.061,2,4.43,0.186,0.048,164,7,deep_focus,100.0
13.77,11,16,0.022,1,5.63,0.276,0.108,164,8,deep_focus,100.0
14.46,11,14,0.035,1,5.1,0.228,0.058,164,9,deep_focus,100.0
10.24,10,10,0.016,1,4.87,0.217,0.074,164,10,deep_focus,100.0
11.48,9,13,0.021,2,3.04,0.336,0.059,164,11,deep_focus,100.0
18.89,5,9,0.08,0,2.99,0.271,0.247,165,0,balanced,98.95
20.33,6,11,0.137,1,2.64,0.377,0.173,165,1,balanced,91.58
14.06,7,7,0.178,1,1.77,0.458,0.324,165,2,balanced,91.38
15.13,1,7,0.198,1,1.14,0.33,0.176,165,3,balanced,82.74
13.76,6,9,0.202,1,3.46,0.517,0.219,165,4,balanced,93.98
13.63,6,10,0.082,0,3.85,0.498,0.313,165,5,balanced,90.75
18.52,6,9,0.193,1,3.37,0.32,0.197,165,6,balanced,87.07
12.68,7,7,0.126,1,1.19,0.356,0.27,165,7,balanced,90.0
15.88,7,9,0.121,1,3.93,0.332,0.211,165,8,balanced,94.51
12.33,8,11,0.052,0,3.37,0.309,0.192,165,9,balanced,100.0
17.81,7,12,0.076,0,2.72,0.291,0.26,165,10,balanced,100.0
15.1,8,11,0.149,0,3.44,0.572,0.009,165,11,balanced,100.0
8.51,9,9,0.018,1,5.1,0.179,0.028,166,0,deep_focus,100.0
9.07,6,8,0.073,0,4.28,0.212,0.043,166,1,deep_focus,100.0
8.39,6,9,0.05,2,4.06,0.343,0.172,166,2,deep_focus,96.43
11.12,11,17,0.0,0,2.96,0.294,0.085,166,3,deep_focus,100.0
13.36,8,12,0.043,1,3.9,0.163,0.08,166,4,deep_focus,100.0
15.46,8,16,0.017,0,2.37,0.282,0.124,166,5,deep_focus,100.0
10.91,7,13,0.068,0,4.1,0.136,0.166,166,6,deep_focus,100.0
12.05,10,10,0.031,0,3.61,0.285,0.026,166,7,deep_focus,100.0
5.85,6,14,0.036,2,3.59,0.237,0.106,166,8,deep_focus,100.0
1.0,9,15,0.047,2,4.76,0.326,0.0,166,9,deep_focus,100.0
12.6,9,17,0.0,0,5.51,0.151,0.146,166,10,deep_focus,100.0
10.2,10,17,0.074,1,2.68,0.247,0.124,166,11,deep_focus,100.0
5.59,8,19,0.0,2,3.46,0.17,0.11,167,0,deep_focus,100.0
5.84,7,11,0.069,0,2.85,0.09,0.075,167,1,deep_focus,100.0
11.09,7,14,0.035,3,3.76,0.227,0.147,167,2,deep_focus,100.0
11.01,8,20,0.046,0,3.03,0.062,0.141,167,3,deep_focus,100.0
1.0,8,20,0.0,0,3.8,0.184,0.073,167,4,deep_focus,100.0
6.5,9,7,0.049,0,5.52,0.34,0.083,167,5,deep_focus,100.0
11.86,7,19,0.071,1,5.03,0.222,0.097,167,6,deep_focus,100.0
3.75,10,13,0.086,1,2.68,0.094,0.092,167,7,deep_focus,100.0
6.76,7,12,0.092,1,2.95,0.201,0.169,167,8,deep_focus,100.0
9.47,7,17,0.143,0,2.23,0.214,0.144,167,9,deep_focus,100.0
6.67,8,15,0.034,1,5.75,0.219,0.099,167,10,deep_focus,100.0
9.63,7,13,0.03,0,6.75,0.374,0.082,167,11,deep_focus,99.45
23.43,1,3,0.371,3,7.42,0.948,0.686,168,0,meeting_heavy,50.84
16.91,1,2,0.389,3,5.03,0.869,0.745,168,1,meeting_heavy,55.99
15.0,3,5,0.4,3,5.79,0.804,0.618,168,2,meeting_heavy,61.53
28.87,2,5,0.366,4,7.32,0.708,0.498,168,3,meeting_heavy,54.61
19.84,0,6,0.161,6,4.94,0.722,0.449,168,4,meeting_heavy,63.95
26.02,2,2,0.398,1,6.16,0.796,0.745,168,5,meeting_heavy,53.56
28.4,1,4,0.427,1,7.81,0.656,0.646,168,6,meeting_heavy,54.32
25.82,0,3,0.087,2,3.5,1.0,0.706,168,7,meeting_heavy,57.7
27.95,2,1,0.287,5,4.08,0.79,0.667,168,8,meeting_heavy,52.39
24.26,2,5,0.395,2,7.17,0.548,0.748,168,9,meeting_heavy,53.45
23.0,2,5,0.252,3,6.07,0.747,0.762,168,10,meeting_heavy,57.28
24.66,1,2,0.389,2,5.62,0.77,0.606,168,11,meeting_heavy,54.95
17.93,0,10,0.092,1,2.1,0.52,0.323,169,0,balanced,84.42
18.29,4,8,0.165,0,4.45,0.368,0.29,169,1,balanced,85.26
19.89,6,12,0.177,1,2.48,0.377,0.366,169,2,balanced,88.99
14.32,5,11,0.129,0,2.03,0.2,0.183,169,3,balanced,97.72
20.03,7,11,0.112,2,3.29,0.58,0.242,169,4,balanced,98.72
20.78,7,5,0.176,1,2.56,0.252,0.25,169,5,balanced,87.82
12.49,3,10,0.172,1,4.15,0.391,0.246,169,6,balanced,87.73
9.13,9,12,0.036,1,2.9,0.373,0.217,169,7,balanced,100.0
17.78,6,9,0.111,2,3.46,0.407,0.247,169,8,balanced,95.38
15.1,7,7,0.095,2,1.87,0.243,0.255,169,9,balanced,99.04
7.31,7,9,0.197,0,2.91,0.44,0.156,169,10,balanced,98.25
19.12,2,9,0.143,0,1.52,0.428,0.427,169,11,balanced,84.28
30.99,1,2,0.39,0,3.93,0.878,0.601,170,0,meeting_heavy,54.49
21.93,1,5,0.142,0,4.09,0.813,0.599,170,1,meeting_heavy,67.87
32.42,1,3,0.479,5,5.81,0.651,0.39,170,2,meeting_heavy,52.48
17.54,2,2,0.48,2,4.82,0.867,0.704,170,3,meeting_heavy,53.44
25.83,2,8,0.337,0,7.25,0.756,0.611,170,4,meeting_heavy,67.83
21.69,2,3,0.319,2,5.92,0.776,0.597,170,5,meeting_heavy,64.33
31.13,1,1,0.408,2,5.66,0.618,0.641,170,6,meeting_heavy,54.05
34.36,2,6,0.298,0,7.39,0.758,0.631,170,7,meeting_heavy,60.85
27.54,1,8,0.42,5,6.01,0.781,0.431,170,8,meeting_heavy,66.81
24.85,1,1,0.282,1,5.92,0.667,0.742,170,9,meeting_heavy,56.7
23.04,3,3,0.401,3,6.83,0.716,0.633,170,10,meeting_heavy,55.31
25.13,1,3,0.204,2,6.45,0.935,0.648,170,11,meeting_heavy,60.34
28.7,0,2,0.387,8,11.51,0.825,0.821,171,0,at_risk,38.04
20.0,0,0,0.288,6,12.08,0.953,0.695,171,1,at_risk,48.06
35.58,2,2,0.28,7,6.96,0.792,0.72,171,2,at_risk,47.2
28.73,1,2,0.609,7,12.81,0.835,0.742,171,3,at_risk,34.76
27.64,0,1,0.666,3,9.04,0.931,0.715,171,4,at_risk,38.78
32.37,0,0,0.747,3,12.24,0.77,0.882,171,5,at_risk,31.96
35.97,0,4,0.627,9,8.28,1.0,0.762,171,6,at_risk,33.24
23.16,0,6,0.451,8,8.59,0.801,0.559,171,7,at_risk,51.79
36.89,0,0,0.67,2,13.66,0.778,0.64,171,8,at_risk,36.25
28.13,0,3,0.186,11,10.13,0.747,0.648,171,9,at_risk,43.96
36.76,2,1,0.594,8,12.09,0.94,0.678,171,10,at_risk,35.22
27.6,0,4,0.302,10,6.58,0.825,0.874,171,11,at_risk,42.04
30.28,0,0,0.617,8,12.79,0.713,0.74,172,0,at_risk,27.28
26.91,2,4,0.466,4,8.76,0.783,0.734,172,1,at_risk,48.12
22.1,1,3,0.805,5,4.33,0.915,0.843,172,2,at_risk,35.1
40.12,2,1,0.782,6,12.4,0.871,0.653,172,3,at_risk,29.66
34.43,2,1,0.399,5,14.49,0.725,0.841,172,4,at_risk,42.36
38.65,0,3,0.382,14,12.01,0.752,0.669,172,5,at_risk,41.7
27.01,0,3,0.701,9,9.82,0.828,0.755,172,6,at_risk,38.79
31.19,0,2,0.514,6,9.93,0.904,0.574,172,7,at_risk,42.75
20.0,1,1,0.544,7,10.95,0.975,0.819,172,8,at_risk,41.83
34.61,2,3,0.257,14,10.14,0.892,0.643,172,9,at_risk,43.97
38.61,0,0,0.605,6,5.37,0.845,0.759,172,10,at_risk,31.7
23.3,1,0,0.683,5,12.78,0.851,0.757,172,11,at_risk,38.78
13.19,7,12,0.088,0,3.69,0.255,0.146,173,0,balanced,100.0
10.98,3,6,0.052,2,1.73,0.366,0.406,173,1,balanced,84.65
15.54,4,14,0.088,1,4.32,0.382,0.254,173,2,balanced,96.32
13.61,6,11,0.081,0,2.39,0.26,0.123,173,3,balanced,100.0
17.77,7,5,0.105,0,3.14,0.358,0.297,173,4,balanced,88.38
11.15,4,10,0.125,0,1.46,0.406,0.138,173,5,balanced,94.97
9.1,5,8,0.078,1,2.28,0.407,0.22,173,6,balanced,94.52
17.26,7,12,0.17,1,2.57,0.361,0.18,173,7,balanced,98.98
16.41,4,9,0.079,1,2.45,0.326,0.196,173,8,balanced,92.24
16.32,5,10,0.095,2,2.03,0.381,0.138,173,9,balanced,88.18
10.6,7,11,0.167,1,2.12,0.32,0.372,173,10,balanced,96.26
19.55,4,12,0.078,1,4.35,0.316,0.316,173,11,balanced,91.95
5.3,10,14,0.0,1,5.99,0.318,0.044,174,0,deep_focus,100.0
7.96,12,14,0.035,0,4.5,0.241,0.018,174,1,deep_focus,100.0
12.66,11,19,0.046,1,3.14,0.163,0.179,174,2,deep_focus,100.0
5.98,7,12,0.03,2,4.77,0.267,0.01,174,3,deep_focus,100.0
7.72,9,21,0.0,1,7.31,0.159,0.107,174,4,deep_focus,100.0
7.87,9,11,0.132,0,2.93,0.268,0.124,174,5,deep_focus,100.0
12.6,7,19,0.125,0,2.99,0.204,0.09,174,6,deep_focus,100.0
12.26,9,11,0.054,3,6.73,0.23,0.131,174,7,deep_focus,100.0
9.11,12,17,0.059,0,3.77,0.227,0.098,174,8,deep_focus,100.0
11.9,7,10,0.09,0,3.48,0.165,0.038,174,9,deep_focus,100.0
8.81,7,20,0.0,0,3.13,0.091,0.213,174,10,deep_focus,100.0
14.06,11,15,0.116,0,4.65,0.312,0.162,174,11,deep_focus,100.0
18.85,3,1,0.341,4,6.06,0.767,0.561,175,0,meeting_heavy,57.95
23.11,2,1,0.343,6,5.16,0.626,0.585,175,1,meeting_heavy,59.59
19.46,2,2,0.288,3,2.93,0.576,0.667,175,2,meeting_heavy,61.52
15.32,0,3,0.393,3,10.78,0.859,0.507,175,3,meeting_heavy,56.34
25.63,3,5,0.357,3,3.04,0.766,0.607,175,4,meeting_heavy,64.7
20.31,3,3,0.557,0,4.96,0.595,0.479,175,5,meeting_heavy,57.48
22.32,2,2,0.127,5,5.43,0.638,0.627,175,6,meeting_heavy,67.8
25.17,2,1,0.426,1,4.79,0.815,0.72,175,7,meeting_heavy,57.26
33.45,1,0,0.491,5,4.66,0.842,0.567,175,8,meeting_heavy,44.72
29.98,3,5,0.53,2,6.81,0.653,0.684,175,9,meeting_heavy,55.37
33.39,2,5,0.303,4,5.24,0.762,0.617,175,10,meeting_heavy,56.83
23.72,1,3,0.458,3,6.69,0.604,0.642,175,11,meeting_heavy,46.05
22.35,1,6,0.513,3,7.24,0.872,0.7,176,0,meeting_heavy,49.73
29.43,1,1,0.33,2,5.71,0.799,0.652,176,1,meeting_heavy,48.27
25.43,2,2,0.443,1,8.88,0.767,0.606,176,2,meeting_heavy,50.41
19.16,2,4,0.341,4,7.65,0.798,0.732,176,3,meeting_heavy,53.73
20.94,2,5,0.402,0,3.59,0.732,0.421,176,4,meeting_heavy,66.68
25.89,1,2,0.361,0,4.79,0.724,0.57,176,5,meeting_heavy,62.01
26.63,2,2,0.246,2,8.45,0.537,0.608,176,6,meeting_heavy,58.27
26.16,2,1,0.47,0,7.22,0.82,0.769,176,7,meeting_heavy,47.55
24.58,0,6,0.52,2,6.04,0.886,0.677,176,8,meeting_heavy,53.35
22.73,1,5,0.313,2,7.22,0.758,0.639,176,9,meeting_heavy,57.48
22.97,1,5,0.359,3,3.96,0.82,0.631,176,10,meeting_heavy,55.02
28.61,2,0,0.464,0,8.07,0.743,0.439,176,11,meeting_heavy,60.29
27.36,1,6,0.364,3,8.31,0.738,0.806,177,0,meeting_heavy,51.35
27.2,1,5,0.286,5,5.04,0.779,0.535,177,1,meeting_heavy,58.47
27.44,3,2,0.215,4,4.82,0.749,0.568,177,2,meeting_heavy,63.8
19.6,3,6,0.373,5,3.88,0.717,0.64,177,3,meeting_heavy,56.58
23.98,0,0,0.432,3,7.8,0.706,0.529,177,4,meeting_heavy,50.86
26.73,1,5,0.249,2,5.86,0.873,0.621,177,5,meeting_heavy,63.91
29.29,2,4,0.412,1,9.37,0.751,0.491,177,6,meeting_heavy,49.51
24.31,4,6,0.355,2,7.9,0.85,0.309,177,7,meeting_heavy,68.32
27.63,0,5,0.575,4,8.2,0.93,0.517,177,8,meeting_heavy,44.65
18.88,1,1,0.342,4,5.7,0.671,0.578,177,9,meeting_heavy,57.84
21.06,1,1,0.416,0,8.03,0.709,0.546,177,10,meeting_heavy,59.87
24.45,2,2,0.294,3,3.72,0.624,0.625,177,11,meeting_heavy,62.66
25.13,1,1,0.558,8,9.77,0.9,0.75,178,0,at_risk,36.81
20.0,2,4,0.122,2,12.17,0.804,0.48,178,1,at_risk,64.76
37.47,0,5,0.431,5,8.54,0.698,0.791,178,2,at_risk,36.95
31.22,1,0,0.653,7,7.93,0.883,0.662,178,3,at_risk,37.01
37.11,1,2,0.666,10,14.82,0.806,0.832,178,4,at_risk,33.31
36.25,2,3,0.397,4,5.67,0.847,0.734,178,5,at_risk,44.37
35.03,0,2,0.52,1,12.05,0.838,0.758,178,6,at_risk,39.55
29.38,0,2,0.459,7,6.96,0.888,0.752,178,7,at_risk,40.18
26.36,0,2,0.67,10,8.6,0.859,0.818,178,8,at_risk,29.79
36.58,1,1,0.323,8,7.58,0.776,0.814,178,9,at_risk,43.85
29.95,0,1,0.795,5,9.39,0.869,0.643,178,10,at_risk,38.47
36.79,0,5,0.687,12,8.69,1.0,0.815,178,11,at_risk,29.83
12.96,5,6,0.21,1,1.94,0.359,0.186,179,0,balanced,93.74
12.48,9,8,0.22,2,3.4,0.475,0.251,179,1,balanced,91.73
19.99,2,10,0.167,1,3.13,0.339,0.14,179,2,balanced,85.25
7.27,7,5,0.08,0,2.72,0.214,0.282,179,3,balanced,95.68
13.45,4,9,0.12,1,3.04,0.357,0.277,179,4,balanced,91.23
14.87,6,12,0.162,2,3.17,0.306,0.185,179,5,balanced,95.27
17.85,11,11,0.05,0,5.28,0.379,0.254,179,6,balanced,100.0
15.25,7,8,0.06,1,3.04,0.483,0.294,179,7,balanced,93.6
13.12,5,8,0.112,1,2.1,0.463,0.22,179,8,balanced,88.45
11.77,6,10,0.145,2,4.3,0.429,0.164,179,9,balanced,99.29
12.18,9,13,0.159,2,3.25,0.437,0.122,179,10,balanced,100.0
13.02,6,9,0.237,2,3.28,0.373,0.384,179,11,balanced,88.74
24.71,0,3,0.988,7,11.02,0.726,0.668,180,0,at_risk,29.38
30.13,0,4,0.671,6,10.37,0.86,0.627,180,1,at_risk,36.72
30.36,0,0,0.78,3,10.22,0.876,0.705,180,2,at_risk,31.04
28.9,3,2,0.685,3,12.16,0.793,0.611,180,3,at_risk,41.37
22.13,1,8,0.96,6,12.88,0.75,0.54,180,4,at_risk,38.05
31.79,1,5,0.5,7,12.46,0.945,0.659,180,5,at_risk,43.1
33.0,1,1,0.55,8,7.72,0.754,0.956,180,6,at_risk,28.39
33.75,1,5,0.562,8,6.67,0.709,0.702,180,7,at_risk,42.67
20.0,1,0,0.692,11,5.67,0.873,0.936,180,8,at_risk,30.54
29.47,3,0,0.397,8,16.52,0.793,0.994,180,9,at_risk,37.2
24.76,2,2,0.617,2,7.74,0.73,0.59,180,10,at_risk,47.71
32.19,0,0,0.359,8,10.33,0.881,0.906,180,11,at_risk,36.73
17.16,7,14,0.178,1,1.83,0.342,0.135,181,0,balanced,97.43
16.21,5,12,0.14,1,3.09,0.447,0.261,181,1,balanced,83.69
13.91,5,14,0.194,0,0.63,0.408,0.321,181,2,balanced,93.44
15.48,6,9,0.165,0,2.71,0.467,0.247,181,3,balanced,89.57
22.11,7,9,0.172,1,3.28,0.308,0.333,181,4,balanced,93.58
19.84,10,11,0.124,0,3.9,0.421,0.293,181,5,balanced,98.56
18.54,4,9,0.169,2,2.1,0.476,0.154,181,6,balanced,88.97
12.26,4,11,0.137,3,2.75,0.388,0.347,181,7,balanced,88.42
17.72,7,5,0.191,2,3.95,0.209,0.197,181,8,balanced,90.17
11.55,9,9,0.118,2,3.57,0.067,0.198,181,9,balanced,100.0
11.56,5,10,0.0,1,4.12,0.541,0.308,181,10,balanced,91.54
13.51,7,9,0.0,2,2.41,0.435,0.255,181,11,balanced,98.52
10.89,11,13,0.027,0,4.96,0.191,0.214,182,0,deep_focus,100.0
7.08,9,18,0.017,0,3.72,0.148,0.032,182,1,deep_focus,100.0
3.61,10,11,0.047,1,2.34,0.269,0.111,182,2,deep_focus,100.0
10.25,13,10,0.014,2,4.98,0.206,0.076,182,3,deep_focus,100.0
7.09,6,16,0.0,0,3.35,0.371,0.095,182,4,deep_focus,100.0
8.07,10,22,0.07,0,0.95,0.255,0.051,182,5,deep_focus,100.0
6.66,8,13,0.08,0,2.07,0.237,0.138,182,6,deep_focus,100.0
5.64,6,16,0.127,1,3.86,0.257,0.058,182,7,deep_focus,100.0
8.02,8,17,0.082,1,4.62,0.141,0.107,182,8,deep_focus,100.0
10.11,8,12,0.039,0,4.04,0.174,0.026,182,9,deep_focus,100.0
14.77,8,14,0.029,0,2.77,0.258,0.099,182,10,deep_focus,100.0
11.63,8,16,0.111,0,5.04,0.163,0.16,182,11,deep_focus,100.0
10.35,3,11,0.075,0,3.71,0.433,0.327,183,0,balanced,91.46
15.03,6,10,0.065,0,2.32,0.604,0.217,183,1,balanced,94.32
17.76,7,11,0.177,1,4.38,0.438,0.387,183,2,balanced,87.58
10.84,6,8,0.155,0,2.35,0.2,0.375,183,3,balanced,94.71
18.64,7,10,0.085,0,3.52,0.393,0.143,183,4,balanced,98.66
8.53,9,14,0.132,1,2.66,0.307,0.36,183,5,balanced,100.0
18.83,5,9,0.095,2,1.69,0.447,0.308,183,6,balanced,82.58
16.36,6,12,0.029,1,2.93,0.133,0.163,183,7,balanced,100.0
14.46,4,8,0.169,0,0.93,0.364,0.134,183,8,balanced,96.44
11.92,7,11,0.187,2,0.87,0.445,0.208,183,9,balanced,95.99
13.88,2,6,0.158,1,3.14,0.312,0.31,183,10,balanced,83.48
17.21,3,9,0.17,2,2.67,0.375,0.237,183,11,balanced,88.48
22.32,2,5,0.116,0,5.07,0.937,0.525,184,0,meeting_heavy,65.39
28.79,2,5,0.286,5,8.66,0.8,0.591,184,1,meeting_heavy,56.25
23.99,3,2,0.322,5,8.2,0.588,0.505,184,2,meeting_heavy,61.83
24.08,3,4,0.491,1,4.69,0.853,0.57,184,3,meeting_heavy,51.93
21.16,0,6,0.368,1,8.29,0.866,0.6,184,4,meeting_heavy,58.03
38.0,2,6,0.481,0,6.57,0.682,0.518,184,5,meeting_heavy,52.39
25.88,0,4,0.325,5,8.33,0.664,0.731,184,6,meeting_heavy,53.09
26.71,1,1,0.228,0,6.04,0.544,0.513,184,7,meeting_heavy,67.87
30.61,0,5,0.319,1,6.31,0.685,0.592,184,8,meeting_heavy,61.16
27.6,3,2,0.323,4,5.64,0.821,0.69,184,9,meeting_heavy,52.69
29.25,0,3,0.299,4,9.05,0.905,0.689,184,10,meeting_heavy,46.99
24.07,2,2,0.436,2,2.1,0.652,0.593,184,11,meeting_heavy,51.96
31.34,2,6,0.116,1,5.23,0.716,0.583,185,0,meeting_heavy,67.41
32.14,2,4,0.21,0,2.94,0.786,0.603,185,1,meeting_heavy,57.03
23.42,4,2,0.443,3,5.88,0.868,0.746,185,2,meeting_heavy,47.95
25.64,2,4,0.37,1,5.39,0.692,0.69,185,3,meeting_heavy,55.9
22.02,1,0,0.301,3,5.73,0.948,0.657,185,4,meeting_heavy,49.14
23.84,1,3,0.271,1,2.38,0.622,0.687,185,5,meeting_heavy,56.58
23.42,1,6,0.35,4,4.31,0.688,0.635,185,6,meeting_heavy,57.72
35.43,2,4,0.49,4,1.41,0.645,0.634,185,7,meeting_heavy,53.69
16.06,1,3,0.321,2,7.65,0.723,0.562,185,8,meeting_heavy,63.15
21.65,1,1,0.371,1,4.95,0.776,0.567,185,9,meeting_heavy,58.33
34.1,2,0,0.264,0,4.09,0.792,0.704,185,10,meeting_heavy,56.82
25.93,1,6,0.557,3,7.88,0.784,0.676,185,11,meeting_heavy,49.42
9.01,5,17,0.101,0,3.01,0.179,0.089,186,0,deep_focus,100.0
9.17,7,13,0.06,1,4.47,0.34,0.05,186,1,deep_focus,100.0
11.43,8,15,0.097,0,4.59,0.175,0.0,186,2,deep_focus,100.0
6.64,11,17,0.017,0,3.06,0.243,0.127,186,3,deep_focus,100.0
17.92,9,19,0.061,0,4.51,0.256,0.083,186,4,deep_focus,100.0
11.09,8,18,0.019,1,3.1,0.065,0.118,186,5,deep_focus,100.0
13.73,6,14,0.017,2,3.66,0.058,0.125,186,6,deep_focus,100.0
8.33,6,19,0.032,1,3.31,0.254,0.103,186,7,deep_focus,100.0
7.26,10,18,0.009,0,8.42,0.12,0.072,186,8,deep_focus,100.0
13.56,4,16,0.042,0,5.75,0.172,0.074,186,9,deep_focus,100.0
6.69,9,17,0.067,0,4.82,0.262,0.129,186,10,deep_focus,100.0
6.42,4,18,0.111,1,5.87,0.194,0.062,186,11,deep_focus,100.0
9.61,5,7,0.22,1,3.97,0.37,0.159,187,0,balanced,95.81
9.26,6,11,0.156,0,3.0,0.297,0.282,187,1,balanced,100.0
14.09,7,14,0.17,1,2.68,0.379,0.189,187,2,balanced,100.0
13.48,2,10,0.121,0,1.72,0.429,0.171,187,3,balanced,90.54
18.11,7,7,0.044,1,1.62,0.2,0.293,187,4,balanced,96.24
16.86,6,9,0.08,2,4.53,0.35,0.168,187,5,balanced,92.49
9.86,6,5,0.146,2,1.2,0.302,0.256,187,6,balanced,92.97
15.61,5,12,0.101,0,1.94,0.474,0.252,187,7,balanced,88.98
18.13,1,7,0.059,0,2.58,0.5,0.346,187,8,balanced,82.47
13.62,4,10,0.132,2,3.8,0.17,0.238,187,9,balanced,92.55
18.28,8,9,0.13,0,1.9,0.473,0.321,187,10,balanced,94.3
12.62,6,12,0.225,1,1.34,0.484,0.228,187,11,balanced,93.73
17.35,5,8,0.092,1,2.73,0.336,0.125,188,0,balanced,97.83
11.53,4,8,0.213,2,5.19,0.239,0.275,188,1,balanced,85.64
13.74,9,6,0.086,0,2.43,0.189,0.353,188,2,balanced,99.28
20.14,3,10,0.172,1,2.95,0.541,0.193,188,3,balanced,87.87
15.74,6,11,0.152,2,2.64,0.33,0.261,188,4,balanced,96.4
19.48,7,10,0.242,1,3.6,0.328,0.16,188,5,balanced,97.35
17.34,7,5,0.164,0,3.84,0.454,0.238,188,6,balanced,87.58
